HGNC ID	Approved Symbol	Previous Symbols	Synonyms	Entrez Gene ID	RefSeq IDs	Gene Family Name
HGNC:11420	STP1~withdrawn					
HGNC:11421	STP2~withdrawn					
HGNC:28070	STPG1	C1orf201	FLJ33340, MAPO2	90529	NM_178122	
HGNC:28712	STPG2	C4orf37	MGC46496	285555	NM_174952	
HGNC:41209	STPG2-AS1					
HGNC:37285	STPG3	C9orf173	FLJ40246	441476	NM_001004353	
HGNC:51176	STPG3-AS1	C9orf173-AS1		100129722	NR_038389	
HGNC:26850	STPG4	C2orf61	FLJ40172	285051	NM_173649	
HGNC:30650	STRA6		FLJ12541	64220		
HGNC:30653	STRA8			346673	NM_182489	
HGNC:30172	STRADA		NY-BR-96, LYK5, Stlk, STRAD	92335		
HGNC:13205	STRADB	ALS2CR2	CALS-21, PAPK, ILPIPA, ILPIP	55437	NM_018571	
HGNC:22478	STRADBP1		STLK6ps1, ALS2CR2P1	389599		
HGNC:30796	STRAP		UNRIP, pt-wd, MAWD	11171	NM_007178	SMN complex|WD repeat domain containing
HGNC:16462	STRBP	ILF3L	FLJ11307, SPNR			
HGNC:16035	STRC	DFNB16		161497	NM_153700	Deafness associated genes
HGNC:33915	STRCP1	STRCP		554225		
HGNC:25916	STRIP1	FAM40A	FLJ14743, KIAA1761, FAR11A	85369	NM_033088	STRIPAK complex
HGNC:22209	STRIP2	FAM40B	KIAA1170, FAR11B	57464	NM_001134336	STRIPAK complex
HGNC:11423	STRL22~withdrawn					
HGNC:13462	STRM~withdrawn					
HGNC:11424	STRN		PPP2R6A, STRN1	6801		STRIPAK complex|Protein phosphatase 2 regulatory subunits|WD repeat domain containing
HGNC:15720	STRN3		SG2NA, PPP2R6B, S/G2NA	29966	NM_014574	STRIPAK complex|Protein phosphatase 2 regulatory subunits|WD repeat domain containing
HGNC:15721	STRN4		ZIN, PPP2R6C	29888		STRIPAK complex|Protein phosphatase 2 regulatory subunits|WD repeat domain containing
HGNC:11425	STS	ARSC1	ARSC	412	NM_000351	Sulfatases
HGNC:11426	STSP1	STSP	STS-Y	6803		
HGNC:6172	STT3A	ITM1	TMC, MGC9042, STT3-A	3703	NM_152713	Oligosaccharyltransferase complex subunits|STT3 oligosaccharyltransferase catalytic subunits
HGNC:44585	STT3A-AS1					
HGNC:30611	STT3B		SIMP, FLJ90106, STT3-B	201595	NM_178862	Oligosaccharyltransferase complex subunits|STT3 oligosaccharyltransferase catalytic subunits
HGNC:11427	STUB1		UBOX1, CHIP, SDCCAG7, HSPABP2, NY-CO-7	10273	NM_005861	Tetratricopeptide repeat domain containing|U-box domain containing
HGNC:30491	STUM	C1orf95	DKFZp761P211	375057	NM_001003665	
HGNC:11433	STX1A	STX1	HPC-1, p35-1	6804	NM_004603	Syntaxins
HGNC:18539	STX1B	STX1B1, STX1B2		112755		Syntaxins
HGNC:11434	STX1B1~withdrawn					
HGNC:3403	STX2	STX2B, STX2C, STX2A, EPIM	EPM	2054	NM_194356	Syntaxins
HGNC:11435	STX2A~withdrawn					
HGNC:11436	STX2B~withdrawn					
HGNC:11437	STX2C~withdrawn					
HGNC:11438	STX3	STX3A		6809	NM_004177	Syntaxins
HGNC:11439	STX4	STX4A	p35-2	6810	NM_004604	Syntaxins
HGNC:11440	STX5	STX5A	SED5	6811	NM_003164	Syntaxins
HGNC:11441	STX6			10228	NM_005819	Syntaxins
HGNC:11442	STX7			8417		Syntaxins
HGNC:11443	STX8		CARB	9482	NM_004853	Syntaxins
HGNC:49855	STX8P1			100423046		
HGNC:11428	STX10		hsyn10, SYN10	8677	NM_003765	Syntaxins
HGNC:11429	STX11			8676		Syntaxins
HGNC:11430	STX12		STX13, STX14	23673	NM_177424	Syntaxins
HGNC:11431	STX16		hsyn16, SYN16	8675	NM_001001433	Syntaxins
HGNC:41993	STX16-NPEPL1			100534593	NR_037945.1	
HGNC:11432	STX17		FLJ20651	55014	NM_017919	Syntaxins
HGNC:51174	STX17-AS1			441461	NR_038853	
HGNC:15942	STX18		Ufe1	53407		Syntaxins
HGNC:48877	STX18-AS1		LOC100507266	100507266		
HGNC:41415	STX18-IT1					
HGNC:43995	STX18P1			100418889		
HGNC:19300	STX19		MGC21382	415117	NM_001001850	Syntaxins
HGNC:11444	STXBP1		hUNC18, MUNC18-1, UNC18, rbSec1	6812	NM_003165	
HGNC:11445	STXBP2		UNC18B, Hunc18b	6813	NM_006949	
HGNC:11446	STXBP3		UNC-18C	6814	NM_007269	
HGNC:19694	STXBP4		Synip, MGC50337	252983	NM_178509	PDZ domain containing
HGNC:19665	STXBP5		tomosyn, LLGL3			WD repeat domain containing
HGNC:44183	STXBP5-AS1			729178	NR_034115	
HGNC:30757	STXBP5L		KIAA1006, LLGL4	9515		WD repeat domain containing
HGNC:19666	STXBP6		amisyn, HSPC156			
HGNC:18889	STYK1		SuRTK106, DKFZp761P1010, NOK	55359	NM_018423	Receptor Tyrosine Kinases
HGNC:11447	STYX			6815	NM_145251	Atypical dual specificity phosphatases
HGNC:18165	STYXL1	DUSP24	MK-STYX	51657	NM_016086	MAP kinase phosphatases
HGNC:19985	SUB1		PC4, p15, p14	10923	NM_006713	
HGNC:32300	SUB1P1			728938		
HGNC:43992	SUB1P2			100287680		
HGNC:43993	SUB1P3					
HGNC:43994	SUB1P4			100288661		
HGNC:11448	SUCLA2			8803		
HGNC:39965	SUCLA2-AS1					
HGNC:21632	SUCLA2P1	SUCLA2P	Em:AB014080.4	646520		
HGNC:38102	SUCLA2P2			100129863		
HGNC:38103	SUCLA2P3					
HGNC:11449	SUCLG1			8802	NM_003849	
HGNC:11450	SUCLG2			8801	NM_003848	
HGNC:49643	SUCLG2-AS1			101927111		
HGNC:43996	SUCLG2P1			100421671		
HGNC:43997	SUCLG2P2			283398		
HGNC:43998	SUCLG2P3			100421712		
HGNC:43999	SUCLG2P4			100130528		
HGNC:4542	SUCNR1	GPR91		56670	NM_033050	Succinate receptor
HGNC:1240	SUCO	C1orf9	CH1, SLP1, OPT	51430	NM_016227	
HGNC:29545	SUDS3		SDS3, FLJ00052, SAP45	64426	NM_022491	SIN3 histone deacetylase complex
HGNC:44000	SUDS3P1			285647		
HGNC:16466	SUFU		SUFUH, SUFUXL, PRO1280	51684	NM_016169	
HGNC:16001	SUGCT	C7orf10	FLJ11808, ORF19, DERP13	79783	NM_024728	
HGNC:18643	SUGP1	SF4	F23858, DKFZp434E2216, RBP	57794	NM_021164	G-patch domain containing|Spliceosomal A complex
HGNC:18641	SUGP2	SFRS14	KIAA0365	10147	NM_001017392	G-patch domain containing
HGNC:16987	SUGT1		SGT1	10910	NM_001130912	
HGNC:19384	SUGT1P1	SUGT1P	bA255A11.1, SGT1P, MGC15151	441394		
HGNC:31377	SUGT1P2			728706		
HGNC:20513	SUGT1P3	SUGT1L1		283507		
HGNC:20391	SULF1		KIAA1077, SULF-1, hSulf-1	23213	NM_015170	Sulfatases
HGNC:20392	SULF2		KIAA1247, HSULF-2, SULF-2	55959	NM_018837	Sulfatases
HGNC:11452	SULT~withdrawn					
HGNC:11453	SULT1A1	STP, STP1	P-PST	6817	NM_001055	Sulfotransferases, cytosolic
HGNC:11454	SULT1A2	STP2	HAST4	6799	NM_001054	Sulfotransferases, cytosolic
HGNC:11455	SULT1A3	STM	TL-PST	6818	NM_003166	Sulfotransferases, cytosolic
HGNC:30004	SULT1A4			445329	NM_001017389	Sulfotransferases, cytosolic
HGNC:17845	SULT1B1		ST1B2	27284	NM_014465	Sulfotransferases, cytosolic
HGNC:11456	SULT1C2	SULT1C1	ST1C1	6819	NM_176825	Sulfotransferases, cytosolic
HGNC:33545	SULT1C2P1		SULT1C1P	151234	NR_037191	
HGNC:51595	SULT1C2P2					
HGNC:33543	SULT1C3			442038	NM_001008743	Sulfotransferases, cytosolic
HGNC:11457	SULT1C4	SULT1C2	SULT1C	27233	NM_006588	Sulfotransferases, cytosolic
HGNC:30659	SULT1D1P		SULT1D1	133150	NG_002642	Sulfotransferases, cytosolic
HGNC:11377	SULT1E1	STE	EST	6783	NM_005420	Sulfotransferases, cytosolic
HGNC:11458	SULT2A1	STD	DHEA-ST	6822	NM_003167	Sulfotransferases, cytosolic
HGNC:11459	SULT2B1		HSST2	6820	NM_004605	Sulfotransferases, cytosolic
HGNC:14903	SULT4A1		SULTX3, hBR-STL-1	25830	NM_014351	Sulfotransferases, cytosolic
HGNC:33433	SULT6B1			391365	NM_001032377	Sulfotransferases, cytosolic
HGNC:53737	SULT6B2P					
HGNC:20376	SUMF1		FGE, UNQ3037	285362	NM_182760	
HGNC:20415	SUMF2		DKFZp566I1024	25870	NM_015411	
HGNC:12502	SUMO1	UBL1	PIC1, GMP1, SMT3C, SUMO-1, SMT3H3, OFC10	7341	NM_003352	
HGNC:33148	SUMO1P1	UBL2, UBL6	PIC1L	391257	NR_002189	
HGNC:33149	SUMO1P2			474337	NG_004725	
HGNC:33150	SUMO1P3			474338	NR_002190	Transcribed pseudogenes with published function
HGNC:33151	SUMO1P4			101290502	NG_033172	
HGNC:33152	SUMO1P5			474341		
HGNC:11125	SUMO2	SMT3H2	SMT3B	6613	NM_006937	
HGNC:13985	SUMO2P1	SMT3H2P, SUMO2P	SMT3Bp, dJ271M21	285829	NG_002750	
HGNC:39012	SUMO2P2					
HGNC:39013	SUMO2P3			652489	NG_005815	
HGNC:39014	SUMO2P4			100288757		
HGNC:39015	SUMO2P5			100526738		
HGNC:39016	SUMO2P6					
HGNC:39017	SUMO2P7			100131823		
HGNC:39018	SUMO2P8					
HGNC:49348	SUMO2P10					
HGNC:49349	SUMO2P11			100422250		
HGNC:49350	SUMO2P12					
HGNC:49351	SUMO2P13					
HGNC:49352	SUMO2P14					
HGNC:49353	SUMO2P15					
HGNC:49354	SUMO2P16					
HGNC:49358	SUMO2P17			100128010		
HGNC:49356	SUMO2P18					
HGNC:49357	SUMO2P19			100422265		
HGNC:49355	SUMO2P20			101927327		
HGNC:11124	SUMO3	SMT3H1	SMT3A	6612		
HGNC:21181	SUMO4	SMT3H4, IDDM5	dJ281H8.4	387082		
HGNC:18587	SUN1	UNC84A	KIAA0810, FLJ12407	23353	NM_025154	
HGNC:14210	SUN2	UNC84B		25777	XM_039332	
HGNC:22429	SUN3	SUNC1	MGC33329	256979	NM_152782	
HGNC:16252	SUN5	SPAG4L	dJ726C3.1, TSARG4	140732	NM_080675	
HGNC:11460	SUOX			6821	NM_000456	
HGNC:11461	SUP45L1~withdrawn					
HGNC:11462	SUP45L2~withdrawn					
HGNC:11463	SUP45L3~withdrawn					
HGNC:11464	SUP45L4~withdrawn					
HGNC:11466	SUPT3H		SPT3, SPT3L	8464	NM_181356	SAGA complex
HGNC:11467	SUPT4H1	SUPT4H	SPT4H, Spt4, Supt4a	6827	NM_003168	
HGNC:33981	SUPT4H1P1	SUPT4H1P		100190947	NG_008701	
HGNC:50823	SUPT4H1P2			100287625	NG_030121	
HGNC:11469	SUPT5H		SPT5H, SPT5, FLJ34157	6829	NM_003169	
HGNC:11470	SUPT6H		KIAA0162, SPT6H	6830	NM_003170	SH2 domain containing
HGNC:30632	SUPT7L		STAF65gamma, KIAA0764, SPT7L, STAF65	9913	NM_014860	SAGA complex
HGNC:11465	SUPT16H		FACT, FACTP140, SPT16/CDC68, FLJ14010, FLJ10857, CDC68	11198	NM_007192	
HGNC:31388	SUPT16HP1	SUPT16HP	bcm670	400011	XR_016968	
HGNC:20596	SUPT20H	C13orf19, FAM48A	SPT20, bA421P11.4, P38IP	55578	NM_017569	SAGA complex
HGNC:30773	SUPT20HL1	FAM48B1	SPT20L	100130302	NM_001136234	
HGNC:31797	SUPT20HL2	FAM48B2		170067	NM_001136233	
HGNC:11471	SUPV3L1		SUV3	6832	NM_003171	RNA helicases
HGNC:11472	SUR~withdrawn					
HGNC:11474	SURF1			6834	NM_003172	Mitochondrial respiratory chain complex assembly factors
HGNC:11475	SURF2			6835	NM_017503	
HGNC:11476	SURF4		ERV29, FLJ22993, MGC102753	6836	NM_033161	
HGNC:11478	SURF6		FLJ30322, RRP14	6838	NM_006753	
HGNC:37722	SURF6P1			643470		
HGNC:25413	SUSD1		DKFZP761E1824	64420	NM_022486	Sushi domain containing
HGNC:30667	SUSD2		BK65A6.2, FLJ22778	56241	NM_019601	Sushi domain containing
HGNC:33889	SUSD2P1			729568		
HGNC:35197	SUSD2P2			729450	XR_015550	
HGNC:28391	SUSD3		MGC26847	203328	NM_145006	Sushi domain containing
HGNC:25470	SUSD4		FLJ10052	55061	NM_017982	Sushi domain containing
HGNC:29061	SUSD5		KIAA0527	26032	XM_171054	Sushi domain containing
HGNC:19956	SUSD6	KIAA0247		9766	NM_014734	Sushi domain containing
HGNC:11479	SUV39H1	SUV39H	KMT1A	6839	NM_003173	eNoSC complex|SET domain containing|Lysine methyltransferases
HGNC:17287	SUV39H2		FLJ23414, KMT1B	79723	NM_024670	SET domain containing|Lysine methyltransferases
HGNC:17101	SUZ12		JJAZ1, KIAA0160, CHET9	23512	NM_015355	Polycomb repressive complex 2|Zinc fingers C2H2-type
HGNC:32421	SUZ12P1	SUZ12P		440423	NG_005675	
HGNC:43872	SUZ12P2			100421539		
HGNC:20566	SV2A		SV2, KIAA0736			
HGNC:16874	SV2B		KIAA0735, HsT19680	9899	NM_014848	
HGNC:30670	SV2C			22987		
HGNC:29204	SVBP	CCDC23	MGC45441	374969	NM_199342	
HGNC:15985	SVEP1	C9orf13	bA427L11.3, POLYDOM, FLJ13529	79987		Sushi domain containing
HGNC:11480	SVIL			6840		Gelsolin/villins
HGNC:51219	SVIL-AS1		RP11-534G20.3	102724316	NR_110920	
HGNC:44959	SVILP1			645954		
HGNC:25238	SVIP		DKFZp313A2432	258010	NM_148893	
HGNC:25417	SVOP		DKFZp761H039	55530	NM_018711	
HGNC:27034	SVOPL		MGC46715	136306	NM_174959	
HGNC:11481	SVP65~withdrawn					
HGNC:17070	SWAP70		KIAA0640, SWAP-70	23075	NM_015055	Pleckstrin homology domain containing|Minor histocompatibility antigens|EF-hand domain containing
HGNC:31412	SWI5	C9orf119	bA395P17.9, SAE3	375757	NM_001040011	
HGNC:26638	SWSAP1	C19orf39	FLJ35119, ZSWIM7AP1, SWS1AP1	126074	NM_175871	CTLH complex
HGNC:16785	SWT1	C1orf26	FLJ20121, HsSwt1	54823	NM_017673	
HGNC:16273	SYAP1		FLJ14495, PRO3113	94056	NM_032796	
HGNC:11484	SYB1~withdrawn					
HGNC:11485	SYB2~withdrawn					
HGNC:26011	SYBU		FLJ20366, GOLSYN, KIAA1472, OCSYN, SNPHL	55638	NM_017786	
HGNC:28852	SYCE1	C10orf94	bA108K14.6, CT76	93426	NM_201564	
HGNC:37236	SYCE1L		MRP2	100130958	NM_001129979	
HGNC:27411	SYCE2		CESC1	256126	XM_497609	
HGNC:35245	SYCE3	C22orf41		644186	NM_001123225	
HGNC:18442	SYCN	INSSA1	SYL, FLJ27441	342898		
HGNC:11487	SYCP1		HOM-TES-14, SCP1, CT8	6847	NM_003176	
HGNC:11488	SYCP1L2~withdrawn					
HGNC:11489	SYCP1L3~withdrawn					
HGNC:11490	SYCP2		SCP2	10388	NM_014258	
HGNC:21537	SYCP2L	C6orf177	dJ62D2.1, NO145	221711	NM_194299	
HGNC:18130	SYCP3			50511	NM_153694	
HGNC:25824	SYDE1		7h3, FLJ13511, SYD1	85360	NM_033025	
HGNC:25841	SYDE2		FLJ13815	84144		C2 domain containing
HGNC:19824	SYF2	CBPIN	p29, DKFZp564O2082, NTC31, fSAP29	25949	NM_015484	Spliceosomal P complex|Spliceosomal C complex
HGNC:19925	SYF2P1	CBPINP, SYF2P		317778	NG_002474	
HGNC:38139	SYF2P2			100128275		
HGNC:11491	SYK			6850		SH2 domain containing|Syk family tyrosine kinases
HGNC:11492	SYM1~withdrawn					
HGNC:11493	SYM2					
HGNC:22935	SYMPK		SYM, SPK	8189	NM_004819	
HGNC:11494	SYN1			6853	NM_006950	Synapsins
HGNC:11495	SYN2		SYNII, SYNIIa, SYNIIb	6854	NM_133625	Synapsins
HGNC:11496	SYN3			8224		Synapsins
HGNC:28897	SYNC	SYNC1	SYNCOILIN	81493	NM_030786	Intermediate filaments Type III
HGNC:16918	SYNCRIP		NSAP1, GRY-RBP, dJ3J17.2, HNRPQ1, hnRNP-Q, HNRNPQ	10492	NM_006372	RNA binding motif containing
HGNC:15885	SYNDIG1	C20orf39, TMEM90B	FLJ14220, IFITMD5, SynDIG1	79953	NM_024893	
HGNC:32388	SYNDIG1L	TMEM90A	capucin, IFITMD4	646658	XM_938515	
HGNC:17089	SYNE1	C6orf98	SYNE-1B, KIAA0796, 8B, Nesprin-1, enaptin, MYNE1, CPG2, dJ45H2.2, SCAR8, ARCA1, Nesp1	23345	NM_182961	Spectrin repeat containing nuclear envelope family
HGNC:40793	SYNE1-AS1			100505475		
HGNC:17084	SYNE2		SYNE-2, DKFZP434H2235, Nesprin-2, NUANCE, NUA, KIAA1011, Nesp2	23224	NM_182914	Spectrin repeat containing nuclear envelope family
HGNC:19861	SYNE3	C14orf49, LINC00341, C14orf139, NCRNA00341	FLJ25605, NET53, Nesprin-3, Nesp3	161176	NM_152592	Spectrin repeat containing nuclear envelope family
HGNC:26703	SYNE4	C19orf46, DFNB76	FLJ36445, Nesprin-4, Nesp4	163183	NM_001039876	Spectrin repeat containing nuclear envelope family|Deafness associated genes
HGNC:11497	SYNGAP1		SYNGAP, RASA5, KIAA1938	8831	XM_166407	C2 and RasGAP domain containing
HGNC:11498	SYNGR1			9145	NM_004711	Synaptogyrins
HGNC:11499	SYNGR2			9144		Synaptogyrins
HGNC:11500	SYNGR2P1	SYNGR2P		283698	NG_003218	
HGNC:33947	SYNGR2P2			138916	NG_001541	
HGNC:11501	SYNGR3			9143		Synaptogyrins
HGNC:11502	SYNGR4			23546		Synaptogyrins
HGNC:11503	SYNJ1		INPP5G, PARK20	8867	NM_003895	Phosphoinositide phosphatases
HGNC:11504	SYNJ2		INPP5H	8871	NM_003898	Phosphoinositide phosphatases
HGNC:41387	SYNJ2-IT1					
HGNC:18955	SYNJ2BP		Arip2	55333	NM_018373	PDZ domain containing
HGNC:48350	SYNJ2BP-COX16			100529257		
HGNC:24466	SYNM	DMN	KIAA0353, SYN	23336	NM_145728	A-kinase anchoring proteins|Intermediate filaments Type IV
HGNC:30672	SYNPO		KIAA1029	11346	NM_007286	
HGNC:17732	SYNPO2		MYOPODIN	171024		PDZ domain containing
HGNC:23532	SYNPO2L		FLJ12921	79933	NM_024875	PDZ domain containing
HGNC:16507	SYNPR		MGC26651, SPO	132204		Synaptophysins
HGNC:40774	SYNPR-AS1					
HGNC:557	SYNRG	AP1GBP1	SYNG, MGC104959	11276	NM_007247	
HGNC:11505	SYNS1~withdrawn					
HGNC:11506	SYP		MRX96	6855	NM_003179	Synaptophysins|X-linked mental retardation
HGNC:40571	SYP-AS1					
HGNC:11507	SYPL1	SYPL				Synaptophysins
HGNC:53546	SYPL1P1			100130011		
HGNC:53547	SYPL1P2			100132972		
HGNC:27638	SYPL2		Mg29	284612	NM_001006603	Synaptophysins
HGNC:11508	SYR~withdrawn					
HGNC:16162	SYS1	C20orf169	dJ453C12.4	90196	NM_033542	
HGNC:33535	SYS1-DBNDD2			767557		
HGNC:11509	SYT1	SYT, SVP65	P65	6857	NM_005639	Synaptotagmins
HGNC:11510	SYT2			127833	NM_177402	Synaptotagmins
HGNC:11511	SYT3			84258	NM_032298	Synaptotagmins
HGNC:11512	SYT4		KIAA1342, HsT1192	6860	NM_020783	Synaptotagmins
HGNC:11513	SYT5			6861	NM_003180	Synaptotagmins
HGNC:18638	SYT6			148281	NM_205848	Synaptotagmins
HGNC:11514	SYT7	PCANAP7	IPCA-7, SYT-VII, MGC150517	9066	NM_004200	Synaptotagmins
HGNC:19264	SYT8		DKFZp434K0322	90019		Synaptotagmins
HGNC:19265	SYT9			143425	NM_175733	Synaptotagmins
HGNC:19266	SYT10			341359	NM_198992	Synaptotagmins
HGNC:19239	SYT11		KIAA0080, MGC10881, MGC17226, DKFZp781D015	23208	NM_152280	Synaptotagmins
HGNC:18381	SYT12		SRG1	91683	NM_177963	Synaptotagmins
HGNC:14962	SYT13		KIAA1427	57586	NM_020826	Synaptotagmins
HGNC:23143	SYT14		sytXIV, FLJ34198	255928	NM_153262	Synaptotagmins
HGNC:33429	SYT14P1	SYT14L	SYTDEP, CHR415SYT	401135	NM_001014372	
HGNC:17167	SYT15		CHR10SYT	83849	NM_031912	Synaptotagmins
HGNC:23142	SYT16	SYT14L	yt14r, CHR14SYT, Strep14	83851	NM_031914	Synaptotagmins
HGNC:24119	SYT17			51760	NM_016524	Synaptotagmins
HGNC:15834	SYTIP2~withdrawn					
HGNC:15584	SYTL1		SLP1, JFC1, FLJ14996, exophilin-7	84958	NM_032872	Synaptotagmin like tandem C2 proteins
HGNC:15585	SYTL2		FLJ20163, FLJ21219, KIAA1597, exophilin-4, CHR11SYT, SLP2, SGA72M, MGC102768, PPP1R151	54843	NM_206927	Synaptotagmin like tandem C2 proteins|Protein phosphatase 1 regulatory subunits
HGNC:15587	SYTL3		SLP3, exophilin-6	94120		Synaptotagmin like tandem C2 proteins
HGNC:15588	SYTL4			94121	NM_080737	Synaptotagmin like tandem C2 proteins
HGNC:15589	SYTL5			94122	NM_138780	Synaptotagmin like tandem C2 proteins
HGNC:20738	SYVN1		HRD1, DER3	84447	NM_032431	Ring finger proteins
HGNC:30232	SZRD1	C1orf144	DKFZp566C0424	26099	NM_015609	
HGNC:29040	SZT2	C1orf84, KIAA0467	FLJ10387, SZT2B, RP11-506B15.1, FLJ34502, SZT2A	23334	NM_015284	KICSTOR complex
HGNC:41225	SZT2-AS1					
HGNC:11515	T			6862	NM_003181	T-boxes
HGNC:11516	T3D~withdrawn					
HGNC:17734	TAAR1	TRAR1	TAR1, TA1	134864	NM_138327	Trace amine receptors
HGNC:4514	TAAR2	GPR58		9287	NM_014626	Trace amine receptors
HGNC:4513	TAAR3P	GPR57, TAAR3		9288		Trace amine receptors
HGNC:31924	TAAR4P			503612	NG_004855.2	Trace amine receptors
HGNC:30236	TAAR5		PNR	9038	NM_003967	Trace amine receptors
HGNC:20978	TAAR6	TRAR4	TA4	319100	NM_175067	Trace amine receptors
HGNC:31925	TAAR7P			503611	NG_004854.1	Trace amine receptors
HGNC:14964	TAAR8	GPR102, TRAR5	TA5, TAR5	83551	NM_053278	Trace amine receptors
HGNC:20977	TAAR9	TRAR3	TA3, TAR3	134860	NM_175057	Trace amine receptors
HGNC:18157	TAB1	MAP3K7IP1		10454	NM_153497	
HGNC:17075	TAB2	MAP3K7IP2	KIAA0733	23118		Zinc fingers RANBP2-type 
HGNC:53508	TAB2-AS1			105378049		
HGNC:30681	TAB3	MAP3K7IP3		257397	NM_152787	Zinc fingers RANBP2-type 
HGNC:20176	TAB3-AS1	CXorf29	OTTHUMG00000021331	727682		
HGNC:40013	TAB3-AS2					
HGNC:37723	TAB3P1			643199		
HGNC:11517	TAC1	TAC2, NKNA	NPK	6863	NM_003182	Endogenous ligands
HGNC:11518	TAC1R~withdrawn					
HGNC:11519	TAC2~withdrawn					
HGNC:11520	TAC2R~withdrawn					
HGNC:11521	TAC3	NKNB	ZNEUROK1, NKB	6866	NM_001006667	Endogenous ligands
HGNC:16641	TAC4		HK-1, Pptc, PPT-C	255061	NM_170685	Endogenous ligands
HGNC:11522	TACC1			6867	NM_006283	
HGNC:44974	TACC1P1			219752	NG_022170	
HGNC:11523	TACC2		AZU-1	10579		
HGNC:11524	TACC3		ERIC1	10460		
HGNC:11525	TACE~withdrawn					
HGNC:24316	TACO1	CCDC44		51204	NM_016360	
HGNC:11526	TACR1	TAC1R	SPR, NK1R, NKIR	6869	NM_001058	Tachykinin receptors
HGNC:11527	TACR2	TAC2R, NKNAR	SKR, NK2R	6865		Tachykinin receptors
HGNC:11528	TACR3		NK3R	6870	NM_001059	Tachykinin receptors
HGNC:11530	TACSTD2	M1S1	TROP2, GA733-1, EGP-1	4070	NM_002353	
HGNC:30631	TADA1	TADA1L	STAF42, ADA1, hADA1, HFI1	117143	NM_053053	SAGA complex
HGNC:11531	TADA2A	TADA2L	ADA2, hADA2, ADA2A	6871	NM_001488	Myb/SANT domain containing|ATAC complex
HGNC:30781	TADA2B		MGC21874	93624	NM_152293	Zinc fingers ZZ-type|Myb/SANT domain containing|SAGA complex
HGNC:19422	TADA3	TADA3L	FLJ20221, FLJ21329, ADA3, hADA3, NGG1	10474		ATAC complex|SAGA complex
HGNC:11535	TAF1	TAF2A, BA2R, CCG1, CCGS, DYT3	NSCL2, TAFII250, KAT4, DYT3/TAF1	6872	NM_004606	Lysine acetyltransferases
HGNC:11532	TAF1A		TAFI48, SL1	9015	NM_005681	
HGNC:40573	TAF1A-AS1			100506161		
HGNC:11533	TAF1B		TAFI63, SL1, RAF1B, RAFI63	9014	NM_005680	
HGNC:11534	TAF1C		TAFI110, TAFI95, SL1, MGC:39976	9013	NM_139353	
HGNC:28759	TAF1D	JOSD3	MGC5306, TAF(I)41	79101	NM_024116	
HGNC:18056	TAF1L			138474		
HGNC:11536	TAF2	TAF2B	TAFII150, CIF150	6873	NM_003184	M1 metallopeptidases
HGNC:17303	TAF3		TAF140, TAFII140	83860	NM_031923	PHD finger proteins
HGNC:13648	TAF3A~withdrawn					
HGNC:13649	TAF3B~withdrawn					
HGNC:13650	TAF3C~withdrawn					
HGNC:13651	TAF3D~withdrawn					
HGNC:11537	TAF4	TAF4A, TAF2C1, TAF2C	TAFII130, TAFII135	6874	NM_003185	
HGNC:11538	TAF4B	TAF2C2	TAFII105	6875	NM_005640	
HGNC:11539	TAF5	TAF2D	TAFII100	6877		WD repeat domain containing
HGNC:17304	TAF5L		PAF65B	27097	NM_014409	WD repeat domain containing
HGNC:24115	TAF5LP1	TAF5LP	HsT33855	645744	NG_022466	
HGNC:11540	TAF6	TAF2E	TAFII70, TAFII80, MGC:8964, TAFII85	6878	NM_005641	
HGNC:17305	TAF6L		PAF65A	10629	NM_006473	SAGA complex
HGNC:11541	TAF7	TAF2F	TAFII55	6879	NM_005642	
HGNC:11548	TAF7L	TAF2Q	CT40	54457		
HGNC:17300	TAF8	TBN	FLJ32821, TAF(II)43	129685	NM_138572	
HGNC:11542	TAF9	TAF2G	TAFII31, TAFII32, TAFIID32, MGC5067, CGI-137, MGC1603, MGC3647, AD-004	6880		
HGNC:17306	TAF9B	TAF9L	TAFII31L, DN-7, DN7, TFIID-31	51616	NM_015975	
HGNC:30687	TAF9BP1			246135	NG_001574	
HGNC:38836	TAF9BP2			100130319		
HGNC:31743	TAF9P1			360002	NG_002930	
HGNC:31744	TAF9P2			360003	NG_002931	
HGNC:30678	TAF9P3		TAF2GL	163088	NG_001012	
HGNC:11543	TAF10	TAF2H, TAF2A	TAFII30	6881	NM_006284	SAGA complex
HGNC:11544	TAF11	TAF2I	TAFII28	6882	NM_005643	
HGNC:11545	TAF12	TAF2J	TAFII20	6883	NM_005644	SAGA complex
HGNC:11546	TAF13	TAF2K	TAFII18	6884	NM_005645	
HGNC:18699	TAF13P1	TAF13P		246112	NG_001573	
HGNC:38161	TAF13P2			100462886		
HGNC:11547	TAF15	TAF2N	hTAFII68, RBP56, Npl3	8148	NM_139215	Zinc fingers RANBP2-type |RNA binding motif containing
HGNC:15669	TAGAP		FLJ32631, IDDM21, ARHGAP47	117289	NM_054114	Rho GTPase activating proteins
HGNC:11553	TAGLN		SM22, WS3-10, TAGLN1, SMCC, DKFZp686P11128	6876	NM_001001522	
HGNC:11554	TAGLN2		KIAA0120, HA1756	8407	NM_003564	
HGNC:21739	TAGLN2P1			100418887	NG_026067	
HGNC:31039	TAGLN2P2			642319	NG_022383	
HGNC:29868	TAGLN3		NP25, NP22	29114	NM_013259	
